Featuretable,Genome,TaxID,Prot_ID
GCF_014525195.1_ASM1452519v1_feature_table.txt,GCF_014525195.1,669,WP_187993159.1
GCF_004024285.1_ASM402428v1_feature_table.txt,GCF_004024285.1,573,WP_128337667.1
GCF_013368815.2_ASM1336881v2_feature_table.txt,GCF_013368815.2,2723298,WP_105269826.1
GCF_902505145.1_FN64_feature_table.txt,GCF_902505145.1,562,WP_021548141.1
GCF_000503495.1_Ecoli606_feature_table.txt,GCF_000503495.1,562,WP_029402337.1
GCF_006492515.1_ASM649251v1_feature_table.txt,GCF_006492515.1,470,WP_086231069.1
GCF_002144335.1_ASM214433v1_feature_table.txt,GCF_002144335.1,1639,WP_003734567.1
GCF_020166695.1_ASM2016669v1_feature_table.txt,GCF_020166695.1,562,WP_001538235.1
GCF_016307515.1_ASM1630751v1_feature_table.txt,GCF_016307515.1,33069,WP_198714354.1
GCF_023206035.1_ASM2320603v1_feature_table.txt,GCF_023206035.1,47951,WP_248370584.1
GCF_014652895.1_ASM1465289v1_feature_table.txt,GCF_014652895.1,619771,WP_189583853.1
GCF_017313795.1_ASM1731379v1_feature_table.txt,GCF_017313795.1,1639,WP_003734567.1
GCF_900638435.1_57675_B01_feature_table.txt,GCF_900638435.1,28188,WP_013996150.1
GCF_027214675.1_ASM2721467v1_feature_table.txt,GCF_027214675.1,1685,WP_269335253.1
GCF_017599125.1_ASM1759912v1_feature_table.txt,GCF_017599125.1,1307,WP_202848738.1
GCF_023109395.1_ASM2310939v1_feature_table.txt,GCF_023109395.1,1338,WP_247929387.1
GCF_000382465.1_Bact_sp_HPS0048_V1_feature_table.txt,GCF_000382465.1,1078089,WP_002561192.1
GCF_008086615.1_ASM808661v1_feature_table.txt,GCF_008086615.1,132932,WP_148602642.1
GCF_020166665.1_ASM2016666v1_feature_table.txt,GCF_020166665.1,562,WP_001538235.1
GCF_014267505.1_ASM1426750v1_feature_table.txt,GCF_014267505.1,1408,WP_012009191.1
GCF_023887645.1_ASM2388764v1_feature_table.txt,GCF_023887645.1,287,WP_023092930.1
GCF_011397115.1_ASM1139711v1_feature_table.txt,GCF_011397115.1,1805431,WP_049513486.1
GCF_020012125.1_ASM2001212v1_feature_table.txt,GCF_020012125.1,1484116,WP_262903482.1
GCF_023374085.1_ASM2337408v1_feature_table.txt,GCF_023374085.1,172045,WP_078764641.1
GCF_013133865.1_ASM1313386v1_feature_table.txt,GCF_013133865.1,2026186,WP_061131429.1
GCF_004323795.1_ASM432379v1_feature_table.txt,GCF_004323795.1,317,WP_007245660.1
GCF_000364265.2_ASM36426v2_feature_table.txt,GCF_000364265.2,1235803,WP_010803347.1
GCF_030226375.1_ASM3022637v1_feature_table.txt,GCF_030226375.1,1303,WP_049478921.1
GCF_000727085.1_ASM72708v1_feature_table.txt,GCF_000727085.1,1639,WP_003734567.1
GCF_030227525.1_ASM3022752v1_feature_table.txt,GCF_030227525.1,1870995,WP_284905836.1
GCF_022683405.1_ASM2268340v1_feature_table.txt,GCF_022683405.1,1639,WP_003734567.1
GCF_000358575.2_ASM35857v2_feature_table.txt,GCF_000358575.2,562,WP_001279022.1
GCF_901202955.1_Sch29_feature_table.txt,GCF_901202955.1,648,WP_010674189.1
GCF_028993575.1_ASM2899357v1_feature_table.txt,GCF_028993575.1,3028804,WP_275033194.1
GCF_001449545.1_WH-SGI-V-07169_feature_table.txt,GCF_001449545.1,287,WP_071540815.1
GCF_001749565.1_ASM174956v1_feature_table.txt,GCF_001749565.1,562,WP_069905851.1
GCF_009734615.1_ASM973461v1_feature_table.txt,GCF_009734615.1,1351,WP_197077407.1
GCF_001404975.1_ASM140497v1_feature_table.txt,GCF_001404975.1,350893,WP_055092500.1
GCF_013360015.1_ASM1336001v1_feature_table.txt,GCF_013360015.1,562,WP_001279022.1
GCF_009036385.1_ASM903638v1_feature_table.txt,GCF_009036385.1,2505970,WP_139454248.1
GCF_009761195.1_FMVZ-USP_UPEC_V2-6_feature_table.txt,GCF_009761195.1,562,WP_001538235.1
GCF_017313375.1_ASM1731337v1_feature_table.txt,GCF_017313375.1,2815337,WP_206829559.1
GCF_000794285.1_AZPAE14835_feature_table.txt,GCF_000794285.1,287,WP_023092930.1
GCF_001055565.1_ASM105556v1_feature_table.txt,GCF_001055565.1,727,WP_049364048.1
GCF_949349475.1_HZI-4_ASF_mp.42_1677235757_feature_table.txt,GCF_949349475.1,328812,WP_010803347.1
GCF_001810555.1_ASM181055v1_feature_table.txt,GCF_001810555.1,1739255,WP_141747447.1
GCF_027682485.1_ASM2768248v1_feature_table.txt,GCF_027682485.1,1432052,WP_144233241.1
GCF_013432825.1_ASM1343282v1_feature_table.txt,GCF_013432825.1,1639,WP_003734567.1
GCF_024129865.1_ASM2412986v1_feature_table.txt,GCF_024129865.1,2956795,WP_253160331.1
GCF_002903485.1_ASM290348v1_feature_table.txt,GCF_002903485.1,1920107,WP_010674189.1
GCF_001405595.1_14207_7_21_feature_table.txt,GCF_001405595.1,820,WP_005939598.1
GCF_016812235.1_ASM1681223v1_feature_table.txt,GCF_016812235.1,317,WP_007245660.1
GCF_029847015.1_ASM2984701v1_feature_table.txt,GCF_029847015.1,470,WP_279977946.1
GCF_000771955.1_ASM77195v1_feature_table.txt,GCF_000771955.1,750,WP_013745026.1
GCF_017599005.1_ASM1759900v1_feature_table.txt,GCF_017599005.1,1307,WP_024415375.1
GCF_024138435.1_ASM2413843v1_feature_table.txt,GCF_024138435.1,470,WP_045900380.1
GCF_002446075.1_ASM244607v1_feature_table.txt,GCF_002446075.1,1639,WP_003734567.1
GCF_026127975.1_ASM2612797v1_feature_table.txt,GCF_026127975.1,573,WP_238973186.1
GCF_001065075.1_ASM106507v1_feature_table.txt,GCF_001065075.1,287,WP_023094362.1
GCF_000250475.1_ASM25047v2_feature_table.txt,GCF_000250475.1,562,WP_001279022.1
GCF_002444655.1_CFSAN049300_feature_table.txt,GCF_002444655.1,1639,WP_003734567.1
GCF_000819745.1_PRJEB7022_feature_table.txt,GCF_000819745.1,105751,WP_084214181.1
GCF_003505315.1_ASM350531v1_feature_table.txt,GCF_003505315.1,2029855,WP_216229297.1
GCF_030075945.1_ASM3007594v1_feature_table.txt,GCF_030075945.1,197,WP_002825529.1
GCF_005281835.1_ASM528183v1_feature_table.txt,GCF_005281835.1,1774960,WP_137359145.1
GCF_030270445.1_ASM3027044v1_feature_table.txt,GCF_030270445.1,3016793,WP_285721247.1
GCF_016919095.1_ASM1691909v1_feature_table.txt,GCF_016919095.1,1639,WP_003734567.1
GCF_029960465.1_ASM2996046v1_feature_table.txt,GCF_029960465.1,208224,WP_274659770.1
GCF_028883865.1_ASM2888386v1_feature_table.txt,GCF_028883865.1,562,WP_029402337.1
GCF_000185665.1_ASM18566v1_feature_table.txt,GCF_000185665.1,216816,WP_008783518.1
GCF_907177105.1_PAR10_5_feature_table.txt,GCF_907177105.1,562,WP_029402337.1
GCF_902831615.1_ASM90283161v1_feature_table.txt,GCF_902831615.1,28095,WP_186060165.1
GCF_008014635.1_ASM801463v1_feature_table.txt,GCF_008014635.1,1423,WP_147772760.1
GCF_019689135.1_ASM1968913v1_feature_table.txt,GCF_019689135.1,251701,WP_007245660.1
GCF_005844425.1_ASM584442v1_feature_table.txt,GCF_005844425.1,214853,WP_138268349.1
GCF_934842985.1_MTG224_bin.43.fa_feature_table.txt,GCF_934842985.1,487174,WP_008861703.1
GCF_028435805.1_ASM2843580v1_feature_table.txt,GCF_028435805.1,287,WP_071540815.1
GCF_015229965.1_ASM1522996v1_feature_table.txt,GCF_015229965.1,199,WP_194168979.1
GCF_004138445.1_ASM413844v1_feature_table.txt,GCF_004138445.1,2171989,WP_129619429.1
GCF_019857605.1_ASM1985760v1_feature_table.txt,GCF_019857605.1,287,WP_023092930.1
GCF_002913385.1_ASM291338v1_feature_table.txt,GCF_002913385.1,199,WP_180999473.1
GCF_000191105.1_ASM19110v1_feature_table.txt,GCF_000191105.1,1305,WP_002899697.1
GCF_001451265.1_WH-SGI-V-07404_feature_table.txt,GCF_001451265.1,287,WP_023094362.1
GCF_000177475.1_ASM17747v1_feature_table.txt,GCF_000177475.1,251701,WP_007245660.1
GCF_009674685.1_ASM967468v1_feature_table.txt,GCF_009674685.1,2666136,WP_154287405.1
GCF_014196225.1_ASM1419622v1_feature_table.txt,GCF_014196225.1,310300,WP_021645800.1
GCF_002924365.1_ASM292436v1_feature_table.txt,GCF_002924365.1,2073169,WP_103902710.1
GCF_007679675.1_ASM767967v1_feature_table.txt,GCF_007679675.1,1408,WP_012009191.1
GCF_910574575.1_MGBC000008_feature_table.txt,GCF_910574575.1,328812,WP_010803347.1
GCF_017829795.1_ASM1782979v1_feature_table.txt,GCF_017829795.1,47917,WP_209552412.1
GCF_001753645.1_ASM175364v1_feature_table.txt,GCF_001753645.1,1904462,WP_070208203.1
GCF_006542745.1_6CPBBH3_feature_table.txt,GCF_006542745.1,2585118,WP_178215058.1
GCF_001584185.1_ASM158418v1_feature_table.txt,GCF_001584185.1,279113,WP_061943017.1
GCF_030145185.1_ASM3014518v1_feature_table.txt,GCF_030145185.1,2045199,WP_300675065.1
GCF_027887975.1_ASM2788797v1_feature_table.txt,GCF_027887975.1,562,WP_001279022.1
GCF_016457515.1_ASM1645751v1_feature_table.txt,GCF_016457515.1,562,WP_001279022.1
GCF_916618895.1_PRJEB46716_feature_table.txt,GCF_916618895.1,2866588,WP_225752436.1
GCF_000716885.1_ASM71688v1_feature_table.txt,GCF_000716885.1,1894,WP_158714023.1
GCF_948795745.1_MGBC126130_feature_table.txt,GCF_948795745.1,159272,WP_295459802.1
GCF_017314145.1_ASM1731414v1_feature_table.txt,GCF_017314145.1,1639,WP_003734567.1
GCF_003306155.1_ASM330615v1_feature_table.txt,GCF_003306155.1,562,WP_021548141.1
GCF_002227035.1_ASM222703v1_feature_table.txt,GCF_002227035.1,562,WP_029402337.1
GCF_018127805.1_ASM1812780v1_feature_table.txt,GCF_018127805.1,712471,WP_211789906.1
GCF_013184885.1_ASM1318488v1_feature_table.txt,GCF_013184885.1,1307,WP_029173605.1
GCF_001900355.1_ASM190035v1_feature_table.txt,GCF_001900355.1,562,WP_001279022.1
GCF_014898255.1_ASM1489825v1_feature_table.txt,GCF_014898255.1,216816,WP_200406394.1
GCF_023656405.1_ASM2365640v1_feature_table.txt,GCF_023656405.1,573,WP_122045596.1
GCF_026801315.1_ASM2680131v1_feature_table.txt,GCF_026801315.1,562,WP_023156284.1
GCF_011379195.1_ASM1137919v1_feature_table.txt,GCF_011379195.1,1311,WP_223295886.1
GCF_002980175.2_ASM298017v2_feature_table.txt,GCF_002980175.2,1827285,WP_105712703.1
GCF_000505625.1_K7_feature_table.txt,GCF_000505625.1,195,WP_023890682.1
GCF_000368425.1_Acin_sp_CIP_102637_V1_feature_table.txt,GCF_000368425.1,1144669,WP_004797838.1
GCF_030270405.1_ASM3027040v1_feature_table.txt,GCF_030270405.1,3016791,WP_285721247.1
GCF_948723785.1_MGBC125058_feature_table.txt,GCF_948723785.1,59617,WP_276951002.1
GCF_002560335.1_ASM256033v1_feature_table.txt,GCF_002560335.1,1428,WP_098329020.1
GCF_002354685.1_ASM235468v1_feature_table.txt,GCF_002354685.1,360293,WP_009778677.1
GCF_017696575.1_ASM1769657v1_feature_table.txt,GCF_017696575.1,1639,WP_003734567.1
GCF_020515595.1_ASM2051559v1_feature_table.txt,GCF_020515595.1,2878094,WP_226477458.1
GCF_014305855.1_ASM1430585v1_feature_table.txt,GCF_014305855.1,1408,WP_012009191.1
GCF_017700515.1_ASM1770051v1_feature_table.txt,GCF_017700515.1,1639,WP_003734567.1
GCF_001063225.1_ASM106322v1_feature_table.txt,GCF_001063225.1,287,WP_023107898.1
GCF_014305605.1_ASM1430560v1_feature_table.txt,GCF_014305605.1,1408,WP_012009191.1
GCF_001057325.1_ASM105732v1_feature_table.txt,GCF_001057325.1,1351,WP_000431722.1
GCF_026183715.1_ASM2618371v1_feature_table.txt,GCF_026183715.1,287,WP_023092930.1
GCF_000792845.1_AZPAE15009_feature_table.txt,GCF_000792845.1,287,WP_071540815.1
GCF_927359115.1_SRR789046_bin.36_metaWRAP_v1.1_MAG_feature_table.txt,GCF_927359115.1,538949,WP_296110361.1
GCF_003190825.1_ASM319082v1_feature_table.txt,GCF_003190825.1,1639,WP_003734567.1
GCF_029504715.1_ASM2950471v1_feature_table.txt,GCF_029504715.1,2940628,WP_277489442.1
GCF_003410215.1_ASM341021v1_feature_table.txt,GCF_003410215.1,339,WP_228423467.1
GCF_004371905.1_ASM437190v1_feature_table.txt,GCF_004371905.1,287,WP_023094362.1
GCF_001653755.1_ASM165375v1_feature_table.txt,GCF_001653755.1,326320,WP_035325329.1
GCF_002875665.1_ASM287566v1_feature_table.txt,GCF_002875665.1,136468,WP_102363848.1
GCF_003293835.1_ASM329383v1_feature_table.txt,GCF_003293835.1,1117645,WP_112993424.1
GCF_014204425.1_ASM1420442v1_feature_table.txt,GCF_014204425.1,287,WP_023092930.1
GCF_932751175.1_Kosakonia_cowanii_DSM111930_feature_table.txt,GCF_932751175.1,208223,WP_242388258.1
GCF_024582975.1_ASM2458297v1_feature_table.txt,GCF_024582975.1,1307,WP_174854396.1
GCF_001115545.1_6753_5_22_feature_table.txt,GCF_001115545.1,1311,WP_223295886.1
GCF_000440195.1_version1_feature_table.txt,GCF_000440195.1,1307,WP_029187840.1
GCF_023566085.1_ASM2356608v1_feature_table.txt,GCF_023566085.1,2904538,WP_250138006.1
GCF_007680775.1_ASM768077v1_feature_table.txt,GCF_007680775.1,257708,WP_145144401.1
GCF_002959635.1_ASM295963v1_feature_table.txt,GCF_002959635.1,28116,WP_016272703.1
GCF_001306955.1_ASM130695v1_feature_table.txt,GCF_001306955.1,56448,WP_223571041.1
GCF_020036675.1_ASM2003667v1_feature_table.txt,GCF_020036675.1,287,WP_023092930.1
GCF_949054845.1_MGBC123518_feature_table.txt,GCF_949054845.1,159272,WP_295459802.1
GCF_002159835.1_ASM215983v1_feature_table.txt,GCF_002159835.1,1965603,WP_087226911.1
GCF_021012805.1_ASM2101280v1_feature_table.txt,GCF_021012805.1,287,WP_023094362.1
GCF_948519745.1_MGBC119622_feature_table.txt,GCF_948519745.1,59617,WP_276951002.1
GCF_030177355.1_ASM3017735v1_feature_table.txt,GCF_030177355.1,562,WP_029402337.1
GCF_013432585.1_ASM1343258v1_feature_table.txt,GCF_013432585.1,1639,WP_003734567.1
GCF_004126535.1_ASM412653v1_feature_table.txt,GCF_004126535.1,2072026,WP_241653426.1
GCF_022467615.1_ASM2246761v1_feature_table.txt,GCF_022467615.1,197,WP_220523370.1
GCF_002161485.1_ASM216148v1_feature_table.txt,GCF_002161485.1,1965649,WP_007840023.1
GCF_003860325.1_ASM386032v1_feature_table.txt,GCF_003860325.1,549,WP_164480422.1
GCF_001499575.1_H120880379_feature_table.txt,GCF_001499575.1,195,WP_002825529.1
GCF_015275225.1_ASM1527522v1_feature_table.txt,GCF_015275225.1,1640,WP_185415482.1
GCF_002559215.1_ASM255921v1_feature_table.txt,GCF_002559215.1,1396,WP_098252880.1
GCF_019688795.1_ASM1968879v1_feature_table.txt,GCF_019688795.1,251701,WP_007245660.1
GCF_001441755.1_Campylobacter_jejuni_CVM_N1630_v1.0_feature_table.txt,GCF_001441755.1,197,WP_002825529.1
GCF_003054735.1_ASM305473v1_feature_table.txt,GCF_003054735.1,1639,WP_003734567.1
GCF_030060275.1_ASM3006027v1_feature_table.txt,GCF_030060275.1,1334,WP_000456196.1
GCF_014856335.1_ASM1485633v1_feature_table.txt,GCF_014856335.1,1134687,WP_192467839.1
GCF_001074055.1_ASM107405v1_feature_table.txt,GCF_001074055.1,1303,WP_049478921.1
GCF_905133365.1_C4254_M6_EC_feature_table.txt,GCF_905133365.1,562,WP_001538235.1
GCF_012396585.1_ASM1239658v1_feature_table.txt,GCF_012396585.1,1936207,WP_168548431.1
GCF_006373265.1_ASM637326v1_feature_table.txt,GCF_006373265.1,670,WP_069484939.1
GCF_019703545.1_ASM1970354v1_feature_table.txt,GCF_019703545.1,727,WP_105898772.1
GCF_002165005.1_ASM216500v1_feature_table.txt,GCF_002165005.1,562,WP_029402337.1
GCF_003701175.1_ASM370117v1_feature_table.txt,GCF_003701175.1,251701,WP_007245660.1
GCF_026614595.1_ASM2661459v1_feature_table.txt,GCF_026614595.1,562,WP_029402337.1
GCF_009678525.1_ASM967852v1_feature_table.txt,GCF_009678525.1,823,WP_016272703.1
GCF_010892315.1_ASM1089231v1_feature_table.txt,GCF_010892315.1,2678502,WP_163413298.1
