Featuretable,Genome,TaxID,Prot_ID
GCF_024714065.1_ASM2471406v1_feature_table.txt,GCF_024714065.1,2952232,WP_051428817.1
GCF_030252305.1_ASM3025230v1_feature_table.txt,GCF_030252305.1,750,WP_039153689.1
GCF_022765215.1_ASM2276521v1_feature_table.txt,GCF_022765215.1,562,WP_000380250.1
GCF_020166555.1_ASM2016655v1_feature_table.txt,GCF_020166555.1,562,WP_000380252.1
GCF_028994675.1_ASM2899467v1_feature_table.txt,GCF_028994675.1,562,WP_021548663.1
GCF_900589785.1_p2.H6_feature_table.txt,GCF_900589785.1,33069,WP_122389456.1
GCF_001929655.1_ASM192965v1_feature_table.txt,GCF_001929655.1,747,WP_014326449.1
GCF_001059345.1_ASM105934v1_feature_table.txt,GCF_001059345.1,1351,WP_002381584.1
GCF_029991185.1_ASM2999118v1_feature_table.txt,GCF_029991185.1,562,WP_000380252.1
GCF_910575085.1_MGBC000126_feature_table.txt,GCF_910575085.1,1694,WP_217949841.1
GCF_002195175.1_ASM219517v1_feature_table.txt,GCF_002195175.1,562,WP_000380252.1
GCF_012642205.1_ASM1264220v1_feature_table.txt,GCF_012642205.1,1309,WP_002271063.1
GCF_030250415.1_ASM3025041v1_feature_table.txt,GCF_030250415.1,573,WP_032411929.1
GCF_003605585.1_ASM360558v1_feature_table.txt,GCF_003605585.1,562,WP_000380252.1
GCF_014358055.1_ASM1435805v1_feature_table.txt,GCF_014358055.1,321846,WP_222942602.1
GCF_000713675.1_ASM71367v1_feature_table.txt,GCF_000713675.1,562,WP_000380252.1
GCF_002050735.1_ASM205073v1_feature_table.txt,GCF_002050735.1,28901,WP_001528740.1
GCF_030375985.1_ASM3037598v1_feature_table.txt,GCF_030375985.1,562,WP_000380252.1
GCF_000471265.1_E_coliM12-1.0_feature_table.txt,GCF_000471265.1,562,WP_000380252.1
GCF_002947055.1_ASM294705v1_feature_table.txt,GCF_002947055.1,1351,WP_002381584.1
GCF_030228265.1_ASM3022826v1_feature_table.txt,GCF_030228265.1,827,WP_284923378.1
GCF_019794595.1_ASM1979459v1_feature_table.txt,GCF_019794595.1,1307,WP_002942978.1
GCF_028480905.1_ASM2848090v1_feature_table.txt,GCF_028480905.1,2949866,WP_140182658.1
GCF_006541405.1_ASM654140v1_feature_table.txt,GCF_006541405.1,1351,WP_010783782.1
GCF_030163005.1_ASM3016300v1_feature_table.txt,GCF_030163005.1,573,WP_004223862.1
GCF_004302005.1_ASM430200v1_feature_table.txt,GCF_004302005.1,1590,WP_041142776.1
GCF_000951895.1_FHI30_feature_table.txt,GCF_000951895.1,562,WP_021548663.1
GCF_013369285.1_ASM1336928v1_feature_table.txt,GCF_013369285.1,672,WP_040110948.1
GCF_002574515.1_ASM257451v1_feature_table.txt,GCF_002574515.1,1396,WP_084064267.1
GCF_016093225.1_ASM1609322v1_feature_table.txt,GCF_016093225.1,562,WP_021548663.1
GCF_028748165.1_ASM2874816v1_feature_table.txt,GCF_028748165.1,2719989,WP_167695657.1
GCF_016774005.1_ASM1677400v1_feature_table.txt,GCF_016774005.1,562,WP_000380252.1
GCF_002887605.1_ASM288760v1_feature_table.txt,GCF_002887605.1,1134687,WP_084402764.1
GCF_002059385.1_ASM205938v1_feature_table.txt,GCF_002059385.1,28901,WP_001528740.1
GCF_003470665.1_ASM347066v1_feature_table.txt,GCF_003470665.1,2292027,WP_158567871.1
GCF_004306085.1_ASM430608v1_feature_table.txt,GCF_004306085.1,1351,WP_002381584.1
GCF_030162775.1_ASM3016277v1_feature_table.txt,GCF_030162775.1,573,WP_004223862.1
GCF_009494245.1_ASM949424v1_feature_table.txt,GCF_009494245.1,165179,WP_194252709.1
GCF_028485595.1_ASM2848559v1_feature_table.txt,GCF_028485595.1,28901,WP_023226317.1
GCF_000464765.1_NC406_1_feature_table.txt,GCF_000464765.1,54307,WP_026797878.1
GCF_014528235.1_ASM1452823v1_feature_table.txt,GCF_014528235.1,562,WP_000380252.1
GCF_020257265.1_ASM2025726v1_feature_table.txt,GCF_020257265.1,371601,WP_022199603.1
GCF_003026815.1_ASM302681v1_feature_table.txt,GCF_003026815.1,38293,WP_005301712.1
GCF_005384645.1_ASM538464v1_feature_table.txt,GCF_005384645.1,562,WP_000380253.1
GCF_021555135.1_ASM2155513v1_feature_table.txt,GCF_021555135.1,562,WP_000380252.1
GCF_023212505.1_ASM2321250v1_feature_table.txt,GCF_023212505.1,29486,WP_145522377.1
GCF_014527925.1_ASM1452792v1_feature_table.txt,GCF_014527925.1,562,WP_000380252.1
GCF_000316545.2_ASM31654v2_feature_table.txt,GCF_000316545.2,562,WP_000380252.1
GCF_000393055.1_Ente_faec_T10_V1_feature_table.txt,GCF_000393055.1,1351,WP_002381584.1
GCF_000341425.1_ASM34142v1_feature_table.txt,GCF_000341425.1,28901,WP_001528740.1
GCF_018332455.1_ASM1833245v1_feature_table.txt,GCF_018332455.1,69208,WP_212904525.1
GCF_002014885.1_ASM201488v1_feature_table.txt,GCF_002014885.1,1303,WP_000426609.1
GCF_002208945.1_ASM220894v2_feature_table.txt,GCF_002208945.1,1351,WP_002381584.1
GCF_002761015.1_ASM276101v1_feature_table.txt,GCF_002761015.1,28901,WP_023226317.1
GCF_002176195.1_ASM217619v1_feature_table.txt,GCF_002176195.1,562,WP_000380252.1
GCF_002577025.1_ASM257702v1_feature_table.txt,GCF_002577025.1,1428,WP_084064267.1
GCF_005819825.1_ASM581982v1_feature_table.txt,GCF_005819825.1,38293,WP_138240815.1
GCF_030214545.1_ASM3021454v1_feature_table.txt,GCF_030214545.1,419015,WP_065422095.1
GCF_030360225.1_ASM3036022v1_feature_table.txt,GCF_030360225.1,562,WP_000380252.1
GCF_028435275.1_ASM2843527v1_feature_table.txt,GCF_028435275.1,287,WP_051428817.1
GCF_011008835.1_ASM1100883v1_feature_table.txt,GCF_011008835.1,573,WP_004223862.1
GCF_020216365.1_ASM2021636v1_feature_table.txt,GCF_020216365.1,562,WP_000380252.1
GCF_001520715.1_ASM152071v1_feature_table.txt,GCF_001520715.1,562,WP_000380252.1
GCF_005508755.1_ASM550875v1_feature_table.txt,GCF_005508755.1,562,WP_021548663.1
GCF_003075475.1_ASM307547v1_feature_table.txt,GCF_003075475.1,1502,WP_116484859.1
GCF_019754075.1_ASM1975407v1_feature_table.txt,GCF_019754075.1,2870753,WP_117108612.1
GCF_006546965.1_ASM654696v1_feature_table.txt,GCF_006546965.1,371601,WP_087318051.1
GCF_002948495.1_ASM294849v1_feature_table.txt,GCF_002948495.1,1351,WP_002381584.1
GCF_002091015.1_ASM209101v1_feature_table.txt,GCF_002091015.1,28901,WP_023226317.1
GCF_947502445.1_S4Y-50-3Z.fasta_feature_table.txt,GCF_947502445.1,169970,WP_289141442.1
GCF_002510485.1_ASM251048v1_feature_table.txt,GCF_002510485.1,562,WP_097335277.1
GCF_000389475.1_68.U.05_feature_table.txt,GCF_000389475.1,28901,WP_000059556.1
GCF_002417385.1_ASM241738v1_feature_table.txt,GCF_002417385.1,573,WP_038807820.1
GCF_004000825.1_ASM400082v1_feature_table.txt,GCF_004000825.1,59841,WP_127532974.1
GCF_006231025.1_ASM623102v1_feature_table.txt,GCF_006231025.1,562,WP_000380252.1
GCF_024621715.1_ASM2462171v1_feature_table.txt,GCF_024621715.1,28898,WP_147734429.1
GCF_020216385.1_ASM2021638v1_feature_table.txt,GCF_020216385.1,562,WP_000380252.1
GCF_027860775.1_ASM2786077v1_feature_table.txt,GCF_027860775.1,28898,WP_270975371.1
GCF_005385905.1_ASM538590v1_feature_table.txt,GCF_005385905.1,562,WP_000380252.1
GCF_900076945.1_12082_4_39_feature_table.txt,GCF_900076945.1,158836,WP_046887733.1
GCF_907175455.1_PAR9_1_feature_table.txt,GCF_907175455.1,562,WP_000380253.1
GCF_902810205.1_SC430_feature_table.txt,GCF_902810205.1,562,WP_021548663.1
GCF_006378065.2_ASM637806v2_feature_table.txt,GCF_006378065.2,28901,WP_000059556.1
GCF_001912705.1_ASM191270v1_feature_table.txt,GCF_001912705.1,562,WP_053264073.1
GCF_005388705.1_ASM538870v1_feature_table.txt,GCF_005388705.1,562,WP_000380252.1
GCF_003362475.1_ASM336247v1_feature_table.txt,GCF_003362475.1,562,WP_000380252.1
GCF_015571635.1_ASM1557163v1_feature_table.txt,GCF_015571635.1,562,WP_000380252.1
GCF_008388855.1_ASM838885v1_feature_table.txt,GCF_008388855.1,562,WP_000380252.1
GCF_005385025.1_ASM538502v1_feature_table.txt,GCF_005385025.1,562,WP_000380253.1
GCF_904851395.1_BCC0096_assembly_feature_table.txt,GCF_904851395.1,87883,WP_244122457.1
GCF_014330995.1_ASM1433099v1_feature_table.txt,GCF_014330995.1,1499973,WP_000380252.1
GCF_916858675.1_Leaf21_v1_feature_table.txt,GCF_916858675.1,2876550,WP_230483384.1
GCF_013012975.1_ASM1301297v1_feature_table.txt,GCF_013012975.1,747,WP_014326449.1
GCF_015551225.1_ASM1555122v1_feature_table.txt,GCF_015551225.1,1358,WP_195228367.1
GCF_029718315.1_ASM2971831v1_feature_table.txt,GCF_029718315.1,299767,WP_279260487.1
GCF_000805775.1_ASM80577v1_feature_table.txt,GCF_000805775.1,1513,WP_039260968.1
GCF_018367525.1_ASM1836752v1_feature_table.txt,GCF_018367525.1,1686,WP_144140018.1
GCF_008370335.1_ASM837033v1_feature_table.txt,GCF_008370335.1,880156,WP_054479345.1
GCF_003182255.1_ASM318225v1_feature_table.txt,GCF_003182255.1,375489,WP_110045905.1
GCF_000393275.1_Ente_faec_Com7_V1_feature_table.txt,GCF_000393275.1,1351,WP_002381584.1
GCF_938041645.1_ERR589627_bin.61_CONCOCT_v1.1_MAG_feature_table.txt,GCF_938041645.1,218934,WP_298756826.1
GCF_003261035.1_ASM326103v1_feature_table.txt,GCF_003261035.1,85404,WP_112110880.1
GCF_016938855.1_ASM1693885v1_feature_table.txt,GCF_016938855.1,2807616,WP_205493856.1
GCF_019409165.1_ASM1940916v1_feature_table.txt,GCF_019409165.1,59823,WP_297003353.1
GCF_001519445.1_ASM151944v1_feature_table.txt,GCF_001519445.1,562,WP_021548663.1
GCF_947859455.1_400-NVKI_DOM_feature_table.txt,GCF_947859455.1,562,WP_000380253.1
GCF_900068895.1_Ervv1.fasta_feature_table.txt,GCF_900068895.1,1603299,WP_067709260.1
GCF_025183685.1_ASM2518368v1_feature_table.txt,GCF_025183685.1,573,WP_004223862.1
GCF_900502575.1_18623_2_61_feature_table.txt,GCF_900502575.1,573,WP_004223862.1
GCF_027214675.1_ASM2721467v1_feature_table.txt,GCF_027214675.1,1685,WP_269336213.1
GCF_001606525.1_ASM160652v1_feature_table.txt,GCF_001606525.1,562,WP_000380252.1
GCF_000464615.2_Ga_12656_12_1.0_feature_table.txt,GCF_000464615.2,750,WP_021460878.1
GCF_950063675.1_SRR3965585_bin.7_MetaWRAP_v1.3_MAG_feature_table.txt,GCF_950063675.1,114053,WP_289107895.1
GCF_018447475.2_ASM1844747v3_feature_table.txt,GCF_018447475.2,562,WP_021548663.1
GCF_015263665.1_ASM1526366v1_feature_table.txt,GCF_015263665.1,192066,WP_293211252.1
GCF_027676855.1_ASM2767685v1_feature_table.txt,GCF_027676855.1,1351,WP_270281863.1
GCF_030036855.1_ASM3003685v1_feature_table.txt,GCF_030036855.1,562,WP_000380252.1
GCF_004301355.1_ASM430135v1_feature_table.txt,GCF_004301355.1,1590,WP_041142776.1
GCF_013745295.1_ASM1374529v1_feature_table.txt,GCF_013745295.1,573,WP_038807820.1
GCF_900144035.1_17_feature_table.txt,GCF_900144035.1,287,WP_051428817.1
GCF_021608665.1_ASM2160866v1_feature_table.txt,GCF_021608665.1,654,WP_236399436.1
GCF_028492855.1_ASM2849285v1_feature_table.txt,GCF_028492855.1,28901,WP_023226317.1
GCF_030247085.1_ASM3024708v1_feature_table.txt,GCF_030247085.1,271881,WP_220639193.1
GCF_030130425.1_ASM3013042v1_feature_table.txt,GCF_030130425.1,562,WP_000380252.1
GCF_013013205.1_ASM1301320v1_feature_table.txt,GCF_013013205.1,747,WP_014326449.1
GCF_000350765.1_Esch_coli_KTE16_V1_feature_table.txt,GCF_000350765.1,562,WP_000380252.1
GCF_028618245.1_ASM2861824v1_feature_table.txt,GCF_028618245.1,670,WP_025525828.1
GCF_023161785.1_ASM2316178v1_feature_table.txt,GCF_023161785.1,2929170,WP_248337341.1
GCF_028280385.1_ASM2828038v1_feature_table.txt,GCF_028280385.1,192149,WP_299385046.1
GCF_012935415.1_ASM1293541v1_feature_table.txt,GCF_012935415.1,1351,WP_002381584.1
GCF_002969055.1_ASM296905v1_feature_table.txt,GCF_002969055.1,29488,WP_036811821.1
GCF_030180825.1_ASM3018082v1_feature_table.txt,GCF_030180825.1,859,WP_285056922.1
GCF_002244295.1_ASM224429v1_feature_table.txt,GCF_002244295.1,562,WP_000380252.1
GCF_000798635.1_ASM79863v2_feature_table.txt,GCF_000798635.1,29488,WP_040153878.1
GCF_011008655.1_ASM1100865v1_feature_table.txt,GCF_011008655.1,562,WP_097330943.1
GCF_025436855.1_ASM2543685v1_feature_table.txt,GCF_025436855.1,562,WP_021570730.1
GCF_000617445.2_Ec06-3745_feature_table.txt,GCF_000617445.2,562,WP_000380252.1
GCF_004302305.1_ASM430230v1_feature_table.txt,GCF_004302305.1,1590,WP_041142776.1
GCF_002248345.1_ASM224834v1_feature_table.txt,GCF_002248345.1,624,WP_021548663.1
GCF_025593625.1_ASM2559362v1_feature_table.txt,GCF_025593625.1,562,WP_000380252.1
GCF_002051865.1_ASM205186v1_feature_table.txt,GCF_002051865.1,28901,WP_023226317.1
GCF_001056845.1_ASM105684v1_feature_table.txt,GCF_001056845.1,562,WP_000380253.1
GCF_022130645.1_ASM2213064v1_feature_table.txt,GCF_022130645.1,562,WP_000380252.1
GCF_009696265.1_ASM969626v1_feature_table.txt,GCF_009696265.1,2605782,WP_154512136.1
GCF_004301955.1_ASM430195v1_feature_table.txt,GCF_004301955.1,1590,WP_041142776.1
GCF_020907745.1_ASM2090774v1_feature_table.txt,GCF_020907745.1,562,WP_000380252.1
GCF_001981715.1_ASM198171v1_feature_table.txt,GCF_001981715.1,1597,WP_016382029.1
GCF_001938865.1_ASM193886v1_feature_table.txt,GCF_001938865.1,28901,WP_001528740.1
GCF_030162015.2_ASM3016201v2_feature_table.txt,GCF_030162015.2,562,WP_000380252.1
GCF_002485495.1_ASM248549v1_feature_table.txt,GCF_002485495.1,562,WP_000380252.1
GCF_000830885.1_ASM83088v1_feature_table.txt,GCF_000830885.1,61435,WP_202965046.1
GCF_027585315.1_ASM2758531v1_feature_table.txt,GCF_027585315.1,1590,WP_041142776.1
GCF_028208455.1_ASM2820845v1_feature_table.txt,GCF_028208455.1,53345,WP_193809575.1
GCF_014904655.2_ASM1490465v2_feature_table.txt,GCF_014904655.2,562,WP_000380252.1
GCF_900508205.1_19646_3_106_feature_table.txt,GCF_900508205.1,573,WP_004223862.1
GCF_000366825.1_Bruc_cani_UK10_02_V1_feature_table.txt,GCF_000366825.1,36855,WP_004691912.1
GCF_002194705.1_ASM219470v1_feature_table.txt,GCF_002194705.1,562,WP_000380252.1
GCF_022701095.1_ASM2270109v1_feature_table.txt,GCF_022701095.1,1423,WP_014480931.1
GCF_020422345.1_ASM2042234v1_feature_table.txt,GCF_020422345.1,562,WP_000380252.1
GCF_027273075.1_ASM2727307v1_feature_table.txt,GCF_027273075.1,446,WP_011945361.1
GCF_004803795.1_ASM480379v1_feature_table.txt,GCF_004803795.1,203,WP_171992733.1
GCF_009394055.1_ASM939405v1_feature_table.txt,GCF_009394055.1,562,WP_096933845.1
GCF_002560175.1_ASM256017v1_feature_table.txt,GCF_002560175.1,1396,WP_084064267.1
GCF_020844535.1_ASM2084453v1_feature_table.txt,GCF_020844535.1,2773925,WP_287676871.1
GCF_900573945.1_B91_SCBr_feature_table.txt,GCF_900573945.1,204,WP_122863437.1
GCF_000745955.1_ASM74595v1_feature_table.txt,GCF_000745955.1,153491,WP_034295310.1
GCF_024547205.1_ASM2454720v1_feature_table.txt,GCF_024547205.1,562,WP_000380252.1
GCF_006546985.1_ASM654698v1_feature_table.txt,GCF_006546985.1,2578211,WP_141432453.1
GCF_001663095.1_ASM166309v1_feature_table.txt,GCF_001663095.1,747,WP_014326449.1
GCF_003120155.1_ASM312015v1_feature_table.txt,GCF_003120155.1,28901,WP_000059556.1
GCF_029911425.1_ASM2991142v1_feature_table.txt,GCF_029911425.1,1686,WP_144140018.1
GCF_001298415.1_ASM129841v1_feature_table.txt,GCF_001298415.1,187330,WP_054204009.1
GCF_002520055.1_ASM252005v1_feature_table.txt,GCF_002520055.1,562,WP_000380252.1
GCF_003299755.1_ASM329975v1_feature_table.txt,GCF_003299755.1,347,WP_075240678.1
GCF_907175325.1_PAR11_2_feature_table.txt,GCF_907175325.1,562,WP_000380253.1
GCF_002175535.1_ASM217553v1_feature_table.txt,GCF_002175535.1,562,WP_000380252.1
GCF_023845235.1_ASM2384523v1_feature_table.txt,GCF_023845235.1,562,WP_000380252.1
GCF_003459525.1_ASM345952v1_feature_table.txt,GCF_003459525.1,46503,WP_259320084.1
GCF_018438865.1_ASM1843886v1_feature_table.txt,GCF_018438865.1,1134687,WP_084402764.1
GCF_030374825.1_ASM3037482v1_feature_table.txt,GCF_030374825.1,562,WP_000380252.1
GCF_002573015.1_ASM257301v1_feature_table.txt,GCF_002573015.1,562,WP_000380252.1
GCF_002194645.1_ASM219464v1_feature_table.txt,GCF_002194645.1,562,WP_000380252.1
GCF_024181685.1_ASM2418168v1_feature_table.txt,GCF_024181685.1,1590,WP_220639193.1
GCF_026197845.1_ASM2619784v1_feature_table.txt,GCF_026197845.1,573,WP_117049708.1
GCF_006802275.1_ASM680227v1_feature_table.txt,GCF_006802275.1,666,WP_142567317.1
GCF_013369905.1_ASM1336990v1_feature_table.txt,GCF_013369905.1,562,WP_176258002.1
GCF_905194285.1_ERR1430420-mag-bin.43_feature_table.txt,GCF_905194285.1,187979,WP_278521087.1
GCF_015667765.1_ASM1566776v1_feature_table.txt,GCF_015667765.1,2789205,WP_211146917.1
GCF_001902555.1_ASM190255v1_feature_table.txt,GCF_001902555.1,1423,WP_014480931.1
GCF_024463605.1_ASM2446360v1_feature_table.txt,GCF_024463605.1,1796635,WP_008689630.1
GCF_010820745.1_ASM1082074v1_feature_table.txt,GCF_010820745.1,562,WP_000380252.1
GCF_014105245.1_ASM1410524v1_feature_table.txt,GCF_014105245.1,573,WP_038807820.1
GCF_023704815.1_ASM2370481v1_feature_table.txt,GCF_023704815.1,562,WP_000380252.1
GCF_009497455.1_ASM949745v1_feature_table.txt,GCF_009497455.1,562,WP_000380252.1
GCF_010612345.1_ASM1061234v1_feature_table.txt,GCF_010612345.1,615,WP_164067657.1
GCF_027690295.1_ASM2769029v1_feature_table.txt,GCF_027690295.1,1351,WP_002381584.1
GCF_002466035.1_ASM246603v1_feature_table.txt,GCF_002466035.1,562,WP_021570730.1
GCF_951802855.1_ARM32_feature_table.txt,GCF_951802855.1,562,WP_000380252.1
GCF_000777695.1_ASM77769v1_feature_table.txt,GCF_000777695.1,562,WP_000380252.1
GCF_013168475.1_ASM1316847v1_feature_table.txt,GCF_013168475.1,204038,WP_171850843.1
GCF_000494505.1_CFSAN000454_01.0_feature_table.txt,GCF_000494505.1,28901,WP_023375692.1
GCF_004567815.1_ASM456781v1_feature_table.txt,GCF_004567815.1,562,WP_000380252.1
GCF_029211325.1_ASM2921132v1_feature_table.txt,GCF_029211325.1,3030016,WP_275844945.1
GCF_003598305.1_ASM359830v1_feature_table.txt,GCF_003598305.1,28901,WP_000059556.1
GCF_026307235.1_ASM2630723v1_feature_table.txt,GCF_026307235.1,562,WP_097551433.1
GCF_900512545.1_18174_4_53_feature_table.txt,GCF_900512545.1,573,WP_004223862.1
GCF_007680895.1_ASM768089v1_feature_table.txt,GCF_007680895.1,1870820,WP_028406326.1
GCF_006541335.1_ASM654133v1_feature_table.txt,GCF_006541335.1,1351,WP_010783782.1
GCF_902160285.1_25426_7_162_feature_table.txt,GCF_902160285.1,1351,WP_260605074.1
GCF_021442305.1_ASM2144230v1_feature_table.txt,GCF_021442305.1,346,WP_080585794.1
GCF_003149325.1_ASM314932v1_feature_table.txt,GCF_003149325.1,1265,WP_109727930.1
GCF_005384725.1_ASM538472v1_feature_table.txt,GCF_005384725.1,562,WP_000380253.1
GCF_025421475.1_ASM2542147v1_feature_table.txt,GCF_025421475.1,562,WP_000380252.1
GCF_002876785.1_ASM287678v1_feature_table.txt,GCF_002876785.1,29497,WP_102503590.1
GCF_003299395.1_ASM329939v1_feature_table.txt,GCF_003299395.1,347,WP_075240678.1
GCF_022289285.1_ASM2228928v1_feature_table.txt,GCF_022289285.1,672,WP_040110948.1
GCF_015183075.1_ASM1518307v1_feature_table.txt,GCF_015183075.1,2759708,WP_084402764.1
GCF_004301775.1_ASM430177v1_feature_table.txt,GCF_004301775.1,1590,WP_041142776.1
GCF_026236275.1_ASM2623627v1_feature_table.txt,GCF_026236275.1,562,WP_000380252.1
GCF_028491595.1_ASM2849159v1_feature_table.txt,GCF_028491595.1,28901,WP_023226317.1
GCF_002912395.1_ASM291239v1_feature_table.txt,GCF_002912395.1,199,WP_009295492.1
GCF_001475635.1_ASM147563v1_feature_table.txt,GCF_001475635.1,158836,WP_047062545.1
GCF_002972475.1_ASM297247v1_feature_table.txt,GCF_002972475.1,562,WP_000380252.1
GCF_024198745.1_ASM2419874v1_feature_table.txt,GCF_024198745.1,562,WP_000380252.1
GCF_022728525.1_ASM2272852v1_feature_table.txt,GCF_022728525.1,363265,WP_278798631.1
GCF_009393065.1_ASM939306v1_feature_table.txt,GCF_009393065.1,562,WP_021548663.1
GCF_013167695.1_ASM1316769v1_feature_table.txt,GCF_013167695.1,562,WP_000380252.1
GCF_019334895.1_ASM1933489v1_feature_table.txt,GCF_019334895.1,28901,WP_001528740.1
GCF_000931955.2_ASM93195v2_feature_table.txt,GCF_000931955.2,29488,WP_040153878.1
GCF_902160795.1_25426_7_215_feature_table.txt,GCF_902160795.1,1351,WP_002381584.1
GCF_019719315.1_ASM1971931v1_feature_table.txt,GCF_019719315.1,36746,WP_221618903.1
GCF_000484235.1_ASM48423v1_feature_table.txt,GCF_000484235.1,28901,WP_000059556.1
GCF_001890365.1_ASM189036v1_feature_table.txt,GCF_001890365.1,562,WP_000380252.1
GCF_900447725.1_44738_G02_feature_table.txt,GCF_900447725.1,1351,WP_002381584.1
GCF_946909625.1_NILS80_feature_table.txt,GCF_946909625.1,562,WP_000380253.1
GCF_001931265.1_ASM193126v1_feature_table.txt,GCF_001931265.1,747,WP_014326449.1
GCF_029537435.1_ASM2953743v1_feature_table.txt,GCF_029537435.1,155322,WP_277474072.1
GCF_002859445.1_ASM285944v1_feature_table.txt,GCF_002859445.1,747,WP_014326449.1
GCF_003025535.1_ASM302553v1_feature_table.txt,GCF_003025535.1,318456,WP_107248879.1
GCF_900198355.1_37372_9_feature_table.txt,GCF_900198355.1,37372,WP_199770115.1
GCF_023374555.1_ASM2337455v1_feature_table.txt,GCF_023374555.1,87883,WP_249465916.1
GCF_023566085.1_ASM2356608v1_feature_table.txt,GCF_023566085.1,2904538,WP_250138196.1
GCF_029427105.1_ASM2942710v1_feature_table.txt,GCF_029427105.1,573,WP_049082399.1
GCF_015679985.1_ASM1567998v1_feature_table.txt,GCF_015679985.1,199,WP_196086797.1
GCF_029891765.1_ASM2989176v1_feature_table.txt,GCF_029891765.1,75695,WP_280657637.1
GCF_018289035.1_ASM1828903v1_feature_table.txt,GCF_018289035.1,371601,WP_022199603.1
GCF_009493825.1_ASM949382v1_feature_table.txt,GCF_009493825.1,165179,WP_194251940.1
GCF_002567355.1_ASM256735v1_feature_table.txt,GCF_002567355.1,1396,WP_098606866.1
GCF_000531695.1_E9_feature_table.txt,GCF_000531695.1,1496,WP_022621271.1
GCF_000493075.1_Kleb_pneu_MGH_21_V1_feature_table.txt,GCF_000493075.1,573,WP_023286274.1
GCF_001810205.1_ASM181020v1_feature_table.txt,GCF_001810205.1,1715195,WP_051428817.1
GCF_002175375.1_ASM217537v1_feature_table.txt,GCF_002175375.1,562,WP_000380252.1
GCF_003319675.1_ASM331967v1_feature_table.txt,GCF_003319675.1,1351,WP_002381584.1
GCF_022524845.1_ASM2252484v1_feature_table.txt,GCF_022524845.1,85698,WP_217483980.1
GCF_007665735.1_ASM766573v1_feature_table.txt,GCF_007665735.1,1566358,WP_028406326.1
GCF_018138175.1_ASM1813817v1_feature_table.txt,GCF_018138175.1,1590,WP_041142776.1
GCF_001931155.1_ASM193115v1_feature_table.txt,GCF_001931155.1,747,WP_014326449.1
GCF_002934005.1_ASM293400v1_feature_table.txt,GCF_002934005.1,230752,WP_133163987.1
GCF_030226855.1_ASM3022685v1_feature_table.txt,GCF_030226855.1,1351,WP_002381584.1
GCF_017653505.1_ASM1765350v1_feature_table.txt,GCF_017653505.1,28450,WP_076894013.1
GCF_002175775.1_ASM217577v1_feature_table.txt,GCF_002175775.1,562,WP_000380252.1
GCF_002859285.1_ASM285928v1_feature_table.txt,GCF_002859285.1,747,WP_014326449.1
GCF_015731115.1_ASM1573111v1_feature_table.txt,GCF_015731115.1,546,WP_196615367.1
GCF_001930305.1_ASM193030v1_feature_table.txt,GCF_001930305.1,747,WP_014326449.1
